url,title
/201609149025/international/research-aims-show-how-plastic-surgery-will-really-look,Research aims to show how plastic surgery will really look
/201609139020/three-s-crowd-arrival-new-centrifuge,Three’s a crowd with arrival of new centrifuge
/201609129014/arts-and-culture/uwa-pays-tribute-artist-miriam-stannage,UWA pays tribute to artist Miriam Stannage
/201609099011/students/online-course-help-musicians-around-world,Online course to help musicians around the world
/201609099009/research/simple-blood-test-could-be-used-detect-breast-cancer,Simple blood test could be used to detect breast cancer
/201609069003/awards-and-prizes/uwa-law-dean-wins-national-academic-honour,UWA Law Dean wins national academic honour
/201609059000/research/new-find-puts-people-dampier-archipelago-last-ice-age,People inhabited Dampier Archipelago before last ice age
/201609058999/vice-chancellor/message-uwa-vice-chancellor,Message from the UWA Vice-Chancellor
/201609058998/awards-and-prizes/uwa-awards-and-achievements-august-2016,UWA Awards and Achievements - August 2016
,
,
/201609018988/innovation-science-recognised-2016-eureka-awards,Innovation in science recognised at 2016 Eureka Awards
/201609018987/decoding-clover-dna-leads-better-livestock-productivity,Decoding clover DNA leads to better livestock productivity
/201608318984/embrace-power-natural-experiments,"Embrace the power of ""Natural Experiments"""
/201608308978/research/doctors-urged-be-cautious-when-treating-low-testosterone,Doctors urged to be cautious when treating low testosterone
/201608298971/events/discover-something-new-uwa-research-week,Discover something new at UWA Research Week
/201608258967/awards-and-prizes/ceme-offshore-engineer-wins-prestigious-science-award,CEME offshore engineer wins prestigious science award
/201608248963/international/worlds-biggest-telescope-meets-worlds-second-fastest-supercomputer,World's biggest telescope meets world's second fastest supercomputer
/201608248962/awards-and-prizes/research-help-premature-babies-recognised-national-awards,Research to help premature babies recognised in national awards
/201608238961/august-2016/uwa-joins-un-global-compact,UWA joins UN Global Compact
/201608198954/alumni/young-uwa-researchers-recognised-premiers-science-awards,Young UWA researchers recognised in Premier's Science Awards
,
,
/201608198953/international/rising-sea-levels-could-benefit-some-reef-systems,Rising sea levels could benefit some reef systems
/201608188951/research/carbon-levels-soil-affected-climatic-conditions,Carbon levels in soil affected by climatic conditions
/201608178949/research/research-helps-treatment-heart-attacks-and-angina-aboriginal-people,Research helps treatment of heart attacks and angina in Aboriginal people
/201608158942/events/future-students-and-families-enjoy-uwa-open-day,Future students and families enjoy UWA Open Day
/201608128930/events/science-event-brings-life-fascinating-world-biology,Science event brings to life the fascinating world of biology
/201608118929/awards-and-prizes/swimmer-tamsin-cook-takes-home-silver-rio,Swimmer Tamsin Cook takes home silver in Rio
/201608118927/research/lack-copper-ancient-soil-regulates-nitrification,Lack of copper in ancient soil regulates nitrification
/201608118926/august-2016/uwa-book-sale-friday-19-wednesday-24-august,Save the Children Book Sale
/201608108922/students/uwa-goes-public-atar-entry-scores,UWA goes public with ATAR entry scores
/201608098920/international/first-australian-universities-join-global-collaboration,First Australian universities join global collaboration
,
,
/201608088915/research/researchers-aim-boost-physical-activity-preschoolers,Researchers aim to boost physical activity in preschoolers
/201608048910/awards-and-prizes/uwa-awards-and-achievements-july-2016,UWA awards and achievements - July 2016
/201608038906/research/perpretual-ice-water-solid-liquid-state-revealed-gallium-nanoparticles,Perpetual 'ice-water' solid-liquid state revealed in gallium nanoparticles
/201608038902/international/growing-legumes-solution-human-health-and-sustainable-food-production,Growing legumes the solution to human health and sustainable food production
/201608028898/international/male-bees-fight-back-against-stds,Male bees fight back against STDs
/201608028897/international/stable-housing-homeless-will-save-millions-each-year,Stable housing for homeless will save millions each year
/201608018894/international/uwa-welcomes-chinese-and-vietnamese-students,UWA welcomes Chinese and Vietnamese students
/201607288890/international/new-engineering-program-aims-deliver-medical-breakthroughs,New engineering program aims to deliver medical breakthroughs
/201607288888/awards-and-prizes/uwa-flaming-seed-team-finalists-wa-innovator-year-competition,"UWA flaming seed team, finalists in WA Innovator of the Year competition"
/201607268879/exciting-young-violinist-wins-helpmann-award,Exciting young violinist wins Helpmann award
,
,
/201607258876/awards-and-prizes/leading-researchers-named-finalists-premiers-science-awards,Leading researchers named finalists in Premier's Science Awards
/201607218870/arts-and-culture/miriam-stannage-exhibition-opens-uwa,Miriam Stannage exhibition opens at UWA
/201607198862/research/3d-printing-used-explore-superconductivity-materials,3D-printing used to explore superconductivity of materials
/201607138853/business-and-industry/uwa-sponsors-evening-steve-wozniak,UWA sponsors 'An evening with Steve Wozniak'
/201607128850/alumni/uwa-student-and-alumni-chase-olympic-glory,UWA student and alumni chase Olympic Glory
/201607128849/events/holiday-science-fun-indigenous-school-students,Holiday science fun for Indigenous school students
/201607088828/kelp-forests-great-southern-reef-wiped-out-marine-heatwave,Kelp forests in the Great Southern Reef wiped out by marine heatwave
/201607088827/research/community-given-vital-input-advancing-medical-research,Community to give vital input into advancing medical research
/201607078819/perth-and-peel-students-get-taste-campus-life,Perth and Peel students get a taste of campus life
/201607068812/research/anxious-western-australians-less-prepared-bushfires,Anxious Western Australians less prepared for bushfires
,
,
/201607068808/reversible-contraceptive-use-high-among-aboriginal-women-western-desert,Reversible contraceptive use high among Aboriginal women in Western desert
/201607058805/uwa-awards-and-achievements-june-2016,UWA Awards and Achievements – June 2016
/201607048798/arts-and-culture/naidoc-week-celebrate-indigenous-achievements,NAIDOC Week to celebrate Indigenous achievements
/201607048795/international/shark-shield-proves-effective-deterring-white-sharks,Shark Shield proves effective in deterring white sharks
/201606308790/uwa-engineering-students-visit-broome,UWA Engineering students visit Broome
/201606278776/awards-and-prizes/st-hildas-student-wins-was-brain-bee-challenge,St Hilda's student wins WA's Brain Bee Challenge
/201606278775/july-2016/researchers-uwa-awarded-fulbright-scholarships,Researchers from UWA awarded Fulbright Scholarships
/201606248772/winterarts-2016-festival-launches,WINTERarts 2016 launches
/201606238768/international/uwa-offers-early-guaranteed-engineering-places-top-students,UWA offers early guaranteed engineering places to top students
/201606228767/international/breakthrough-predicting-premature-birth,Breakthrough in predicting premature birth
,
,
/201606218760/research/perth-lynx-study-finds-pre-bed-rotuine-vital-good-nights-sleep,Perth Lynx study finds pre-bed routine vital for a good night's sleep
/201606208758/events/western-australias-best-young-brains-battle-it-out,Western Australia's best young brains to battle it out
/201606168750/research/uwa-researcher-backs-pet-friendly-communities,UWA researcher backs pet friendly communities
/201606168748/international/second-gravitational-wave-starts-symphony-space-and-earth-listening,A second gravitational wave starts a symphony from space - and earth is listening
/201606148745/awards-and-prizes/uwa-student-awarded-prestigious-architecture-scholarship,UWA student awarded prestigious architecture scholarship
/201606148743/food-security-agriculture/uwa-takes-large-steps-eradicate-hunger-timor-leste,UWA takes large steps to eradicate hunger in Timor Leste
/201606138739/alumni/graduates-and-staff-earn-queens-birthday-honours,Graduates and staff earn Queen's Birthday Honours
/201606138736/awards-and-prizes/medical-researcher-wins-top-british-award,Medical researcher wins top British award
/201606068721/redisculous-frisbee-talent,Re'Disc'ulous frisbee talent
/201606028714/international/researchers-one-step-closer-developing-non-allergenic-super-peanuts,Researchers one step closer to developing non-allergenic 'super' peanuts
,
,
/201606028712/awards-and-prizes/uwa-student-announced-social-worker-year,UWA student announced social worker of the year
/201605318708/awards-and-prizes/researcher-wins-bill-melinda-gates-foundation-award-funding,Researcher wins Bill & Melinda Gates Foundation Award funding
/201605278697/research/complex-root-tips-could-be-key-helping-crops-grow,Complex root tips could be the key to helping crops grow
/201605258690/international/plants-are-touch-world-around-them,Plants are 'in touch' with the world around them
/201605248687/cannabis-linked-gene-mutation,Cannabis use linked to gene mutation
/201605248686/may-2016/suburban-sexscapes-book-wins-national-planning-award,Suburban Sexscapes book wins national planning award
/201605238682/may-2016/ecological-society-america-honours-uwa-ecologist,Ecological Society of America honours UWA ecologist
/201605238680/new-seed-flaming-technique-help-minesite-rehab,New seed ‘flaming’ technique to help with minesite rehab
/201605208672/uwa-named-top-five-employer-lgbti-inclusion,UWA named top five employer for LGBTI inclusion
/201605198666/international/scientists-measure-impact-artificial-light-sea-turtles,Scientists measure impact of artificial light on sea turtles
,
,
/201605178656/international/researchers-test-drive-new-wave-supercomputers,Researchers test drive a new wave of supercomputers
/201605178655/kids-dogs-or-siblings-more-likely-be-independent,Kids with dogs or siblings more likely to be independent
/201605178650/new-study-pinpoints-placenta-treatment-target,New study pinpoints placenta as treatment target
/201605168645/business-and-industry/wa-can-do-more-feed-zone,WA can do more to ‘feed the zone’
/201605168644/business-and-industry/new-report-urges-connectivity-and-innovation-indo-pacific-agricul,New report urges connectivity and innovation for Indo-Pacific agriculture
/201605168643/business-and-industry/fear-and-anxiety-will-compete-hope-and-success-zones-race-food,Fear and anxiety will compete with hope and success in zone's race for food
/201605168642/strategic-investment-could-leverage-agricultural-innovation-and-sustainability,Strategic investment could leverage agricultural innovation and sustainability
/201605168641/innovation-across-borders,Innovation across borders
/201605168640/international-co-operation-shared-problems-shared-solutions,"International co-operation: shared problems, shared solutions"
/201605168638/may-2016/top-honour-scientists-contribution-blood-disorders,Top honour for scientist's contribution to blood disorders
,
,
/201605128635/arts-and-culture/uwa-challenges-wa-unis-running-man,UWA challenges WA unis to the running man
/201605128633/international/homosexual-activity-documented-female-gorillas-first-time,Homosexual activity documented in female gorillas for the first time
/201605108627/business-and-industry/australian-year-david-morrison-give-kyle-oration,Australian of the Year David Morrison to give Kyle Oration
/201605098614/new-scholarship-supports-research-role-sharks-reef-recovery,New scholarship supports research into the role of sharks in reef recovery
/201605068604/awards-and-prizes/ground-breaking-work-design-researcher-wins-arc-laureate-fellowship,Ground-breaking work design researcher wins ARC Laureate Fellowship
/201605068602/love-hear-percussion,Love to hear percussion
/201605058596/uwa-researchers-share-world-s-richest-science-prize,UWA Researchers share world’s richest science prize
/201605058593/new-look-crocodile-eyes,New look at crocodile eyes
/201605038583/uwa-wins-big-share-grants-boost-science-research,UWA wins big share of grants to boost science research
/201604268560/events/swan-valley-honey-fest-place-bee-sunday,"Swan Valley Honey Fest, the place to bee this Sunday"
,
,
/201604228555/uwa-researcher-unravells-some-perth-s-ww1-history,UWA researcher unravels some of Perth’s WW1 history
/201604218547/exhibition-showcases-contemporary-muslim-artists,Exhibition showcases contemporary Muslim artists
/201604198529/international/new-coral-reef-research-targets-information-gap,New coral reef research targets information gap
/201604198528/uwa-school-music-ranks-first-australia-performing-arts,UWA School of Music ranks first in Australia for Performing Arts
/201604188523/cosmic-eye-goes-viral,'Cosmic Eye' goes viral
/201604188522/business-and-industry/new-training-and-research-hubs-officially-launched-uwa,New training and research hubs officially launched at UWA
/201604148513/arts-and-culture/exhibition-explore-life-and-legacy-bush-professor,Exhibition to explore the life and legacy of bush professor
/201604138512/prosh-hits-streets-85th-year,PROSH hits the streets for the 85th year
/201604138510/international/chinas-changing-diet-linked-higher-emissions,China's changing diet linked to higher emissions
/201604128506/students/indigenous-year-12-students-get-leading-edge-uwa,Indigenous Year 12 students get leading edge at UWA
,
,
/201604128504/international/new-method-detecting-gravitational-waves-will-bring-them-closer,New method of detecting gravitational waves will bring them closer
/201604118499/april-2016/helping-people-parkinsons-get-better-nights-sleep,Helping people with Parkinson's get a better night's sleep
/201604018470/appointments/dr-russ-appointed-first-aboriginal-head-berndt-museum,Dr Russ appointed first Aboriginal Head of Berndt Museum
/201603298462/alumni/kim-beazley-returns-uwa-after-six-years-us-ambassador,Kim Beazley returns to UWA after six years as US Ambassador
/201603298459/international/scientists-discover-new-way-testing-reproductive-compatibility,Scientists discover new way of testing reproductive compatibility
/201603298458/it-s-never-too-late-or-too-early-begin-your-musical-journey,It’s never too late (or too early) to begin your musical journey
/201603238452/make-bee-line-parliament,UWA makes bee line for Parliament
/201603228446/april-2016/study-offers-new-hope-treatment-osteporosis,Study offers new hope for treatment of osteoporosis
/201603228443/awards-and-prizes/uwa-ranked-top-50-six-subjects-qs-rankings,UWA ranked in top 50 for six subjects in QS rankings
/201603218442/march-2016/original-indigenous-artworks-donated-university-hall,Original Indigenous artworks donated to University Hall
,
,
/201603168435/international/fish-corals-and-trees-tell-common-story-about-climate-change,"Fish, corals and trees tell common story about climate change"
/201603168433/governor-general-launches-education-innovation-hub,Governor-General launches Education Innovation Hub
/201603148424/international/zadko-telescope-and-parkes-dish-join-hunt-mystery-radio-flashes,Zadko telescope and Parkes 'dish' join hunt for mystery radio flashes
/201603108421/awards-and-prizes/40under40-winner-recongised-humanitarian-work,40under40 winner recognised for humanitarian work
/201603098417/business-and-industry/background-no-barrier-finding-jobs,Background no barrier to finding jobs
/201603078412/research/can-beetroot-juice-give-elite-athletes-edge,Can beetroot juice give elite athletes an edge?
/201603038398/awards-and-prizes/ten-wests-best-awarded-uwa-fogarty-scholarships,Ten of the West's best awarded UWA Fogarty Scholarships
/201603018393/international/gene-switch-makes-us-look-our-animal-cousins,Gene switch makes us look like our animal cousins
/201603018392/march-2016/autumn-graduations-recognise-outstanding-west-australians,Autumn graduations recognise outstanding West Australians
/201602258384/uwa-welcomes-perth-boundary-decision,UWA welcomes Perth boundary decision
,
,
/201602238379/international/urgent-changes-needed-stem-tide-damage-marine-ecosystem,Urgent changes needed to stem tide of damage to marine ecosystems
/201602228376/events/galaxy-trailed-stunning-plume-gas,Galaxy trailed by stunning plume of gas
/201602228371/international/uwa-and-utas-join-forces-sino-australian-college-first,UWA and UTAS join forces in Sino-Australian college first
/201602198367/events/memory-sir-john-winthrop-hackett-100-years,In memory of Sir John Winthrop Hackett - 100 years on
/201602188365/research/mothers-groups-linked-positive-well-being,Mothers' groups linked to positive well-being
/201602188364/students/talking-biofabrication-and-meeting-nobel-laureates-all-days-work-uwa-prize-win,Talking biofabrication and meeting a Nobel Laureate all in a days work for UWA prize winner
/201602178363/research/new-supercomputer-computational-chemistry-biology-and-physics,"New supercomputer for computational chemistry, biology and physics"
/201602168361/research/mothers-groups-linked-positive-well-being,Mothers' groups linked to positive well-being
/201602158356/arts-and-culture/perth-writers-festival-attracts-stellar-lineup,Perth Writers Festival attracts stellar lineup
/201602128349/arts-and-culture/bharti-kher-opens-first-australian-solo-exhibition-uwa,Bharti Kher opens first Australian solo exhibition at UWA
,
,
/201602128348/international/common-antibiotic-inspires-hunt-new-herbicide,Common antibiotic inspires hunt for new herbicide
/201602118345/events/valentines-should-give-thanks-chaucer-sunday-says-uwa,Valentines should give thanks to Chaucer
/201602118344/arts-and-culture/perth-international-arts-festival-opens-today-new-hub-elizabeth-quay,PIAF opens with new hub at Elizabeth Quay
/201602118342/gravitational-waves-detected-100-years-after-einsteins-prediction,Gravitational waves detected 100 years after Einstein's prediction
/201602108340/international/scientists-discover-hidden-galaxies-behind-milky-way,Scientists discover hidden galaxies behind the Milky Way
/201602088337/business-and-industry/was-gas-reservation-policy-drag-state-economy,WA's gas reservation policy a drag on State economy
/201602048332/research/uwa-expert-says-more-green-needed-cool-perths-suburban-hotspots,UWA expert says more 'green' needed to cool Perth's suburban hotspots
/201601298321/arts-and-culture/elizabeth-quay-uwas-contribution-new-city-icon,Elizabeth Quay - UWA's contribution to a new city icon
/201601208306/male-bees-protect-female-bees-sexually-transmitted-diseases,Male bees protect female bees from sexually transmitted diseases
/201601208305/are-running-shoes-stopping-spring-your-step,Are running shoes stopping the spring in your step?
,
,
/201601198303/brainiacs-and-business-combine-solve-industry-issues,Brainiacs and business combine to solve industry issues
/201601158300/australias-other-reef,Australia's 'other' reef
/201601148297/arts-and-culture/perth-writers-festival-launches-2016-program,Perth Writers Festival launches 2016 program
/201601128294/agriculture/research-uncovers-how-better-manage-crops-grown-gravel-soils,Research uncovers how to better manage crops grown on gravel soils
/201601118293/art-being-mentally-healthy,The art of being mentally healthy
/201601078292/perth-international-arts-festival-thanks-outgoing-general-manager,Perth International Arts Festival thanks outgoing General Manager
/201512218276/events/first-annual-christmas-concert-uwa,First Annual Christmas Concert at UWA
/201512168264/awards-and-prizes/crop-productivity-and-wa-heritage-winners-latest-arc-funding,Crop productivity and WA heritage winners in latest ARC funding
/201512168263/research/citizen-scientists-name-planet,Citizen scientists name planet
/201512148250/events/tim-minchin-joins-stella-piaf-lineup,Tim Minchin joins stellar PIAF lineup
,
,
/201512108249/international/2-million-boost-cancer-research,$2 million boost for cancer research
/201512078230/vice-chancellor/uwa-welcomes-prime-ministers-innovation-statement,UWA welcomes Prime Minister's innovation statement
/201512078229/vice-chancellor/statement-vice-chancellor-muslim-prayer-room-incident,Statement from the Vice-Chancellor on the Muslim prayer room incident
/201512078228/2016-forrest-research-scholars-announced,2016 Forrest Research Scholars Announced
/201512018204/alumni-news/laweconomics-graduate-wins-2016-rhodes-scholar-large,Law/Economics graduate wins 2016 Rhodes Scholar-at-Large
/201512018202/research/students-awarded-scholarships-environmental-achievements,Students awarded scholarships for environmental achievements
/201511278189/awards-and-prizes/uwas-microscope-needle-wins-prestigious-national-award,UWA's microscope-in-a-needle wins prestigious national award
/201511248184/arts-and-culture/uwas-summer-music-academy-seeking-talented-young-musicians,UWA's Summer Music Academy seeking talented young musicians
/201511248183/awards-and-prizes/uwa-host-international-energy-economics-conference,UWA to host international energy economics conference
/201511238181/december-2015/mark-randolph-awarded-swiss-honorary-doctorate,Mark Randolph awarded Swiss honorary doctorate
,
,
/201511198172/events/uwa-supports-move-city-perth,UWA supports move to City of Perth
/201511188169/international/research-uncovers-how-some-coral-can-survive-annual-bleaching-events,Research uncovers how some coral can survive annual bleaching events
/201511168160/december-2015/major-boost-childrens-diabetes-research-wa,Major boost for children's diabetes research in WA
/201511108142/international/funding-promising-vaccine-shrink-tumours,Funding for promising vaccine to shrink tumours
/201511108141/international/could-colour-blindness-men-be-advantage,Could colour blindness in men be an advantage?
/201511098138/arts-and-culture/could-colour-blindness-men-be-advantage,$3m in health research grants may mean better sleep for all
/201511068133/western-australian-researchers-take-g20-challenge-make-energy-efficient-wheat,Local researchers take on G20 challenge to make energy efficient wheat
/201511058131/perth-international-arts-festival-launches-2016-program,Perth International Arts Festival launches 2016 Program
/201511048124/uk-expert-discuss-well-being-workplace-breakfast-event,UK expert to discuss well-being in the workplace at breakfast event
/201511028113/november-2015/brazils-biofabrication-wins-uwas-course-future,Brazil's biofabrication wins UWA's course of the future
,
,
/201510308111/awards-and-prizes/uwa-awarded-178-million-national-research-funding,UWA awarded $17.8 million in national research funding
/201510308105/november-2015/perth-host-world-youth-scrabble-championships,Perth to host World Youth Scrabble Championships
/201510298104/uwa-student-wins-2016-rhodes-scholarship, UWA student wins 2016 Rhodes Scholarship
/201510288099/uwa-student-outreach-program-honored-afr-awards,UWA student outreach program honoured in AFR Awards
/201510278089/alumni/award-recognises-barry-marshalls-contribution-china,Award recognises Barry Marshall's contribution to China
/201510278087/international/research-uncovers-horizon-glow-mystery-moon,Research uncovers 'horizon glow' mystery of the moon
/201510268084/research/west-australian-corals-shed-light-cause-marine-heat-waves,West Australian corals shed light on cause of marine heatwaves
/201510238081/electric-jet-ski/australias-first-electric-jet-ski,Australia's first electric jet ski
/201510228079/research/supermoon-puts-spotlight-new-astronomy-facility,Supermoon puts spotlight on new astronomy facility
/201510198074/awards-and-prizes/uwa-awarded-22m-national-funding-fight-dementia,UWA awarded $2.2m in national funding to fight dementia
,
,
/201510168068/research/research-offers-new-insight-light-detection-vertebrates,Research offers new insight into light detection in vertebrates
/201510168067/events/new-biodiversity-science-institute-western-australia,New biodiversity science institute for Western Australia
/201510168066/research/redefining-temperature-precision-lasers,Redefining temperature with precision lasers
/201510158064/new-research-childhood-brain-disorders,New research on childhood brain disorders
/201510148061/passing-sir-james-cruthers,Passing of Sir James Cruthers
/201510148059/arts-and-culture/julian-donaldson-step-down-piaf-general-manager,Julian Donaldson to step down as PIAF General Manager
/201510148058/science/rare-spearheads-uncovered-rottnest-island,Rare spearheads uncovered on Rottnest Island
/201510128050/awards-and-prizes/students-excel-state-government-housing-design-competition,Students excel in State Government housing design competition
/201510098046/four-uwa-researchers-among-chosen-few-antartica-tour,Four UWA researchers among chosen few for Antarctica tour
/201510098045/research/moray-eels-knots-over-food,Moray eels in knots over food
,
,
/201510088043/budding-uwa-entrepreneurs-start-something-prize-winning-ideas,Budding UWA entrepreneurs 'Start Something' with prize winning ideas
/201510088042/medical-excellence-recognised-new-academy-fellows-appointed,Medical excellence recognised as new Academy Fellows appointed
/201510068035/research/self-regulating-coral-protect-themselves-against-ocean-acidification,Self-regulating coral protect themselves against ocean acidification
/201510028022/events/uwa-researcher-addresses-united-nations-end-hunger,UWA researcher addresses the United Nations to end hunger
/201509308021/antarctic-warming-stimulates-diversity-soil-fungi,Antarctic warming stimulates diversity of soil fungi
/201509298018/research/uwa-and-international-team-pioneer-new-drug-analysis-method,UWA and international team pioneer new drug analysis method
/201509298015/korean-rhythm-and-culture-display-uwa-concert,Korean rhythm and culture on display at UWA concert
/201509258005/awards-and-prizes/egg-research-cracks-top-prize,Egg research cracks top prize
/201509258004/eleven-year-cosmic-search-leads-black-hole-rethink,Eleven year cosmic search leads to black hole rethink
/201509247998/international/visionary-coorperative-frameworks-answer-bilateral-relations,"Visionary, cooperative frameworks the answer to bilateral relations"
,
,
/201509237995/events/students-enjoy-extraordinary-meeting-former-indonesian-president,Students enjoy extraordinary meeting with former Indonesian President
/201509237994/uwa-law-graduates-win-scholarships-cambridge,UWA law graduates win scholarships to Cambridge
/201509227992/international/fremantle-found-be-global-hot-spot-meteotsunamis,Fremantle found to be a 'global hot spot' for meteotsunamis
/201509227991/awards-and-prizes/leading-wa-medical-researchers-recognised-national-awards,Leading WA medical researchers recognised in national awards
/201509227989/awards-and-prizes/former-indonesian-president-awarded-honorary-doctorate,Former Indonesian president awarded honorary doctorate
/201509227988/business-and-industry/australia-can-move-mining-boom-dining-boom,Australia can move from 'mining boom' to 'dining boom'
/201509217982/international/new-scholar-accomodation-aims-attract-brightest-minds,New scholar accommodation aims to attract brightest minds
/201509177977/international/research-identifies-new-gene-causes-osteoporosis,Research identifies new gene that causes osteoporosis
/201509177976/new-research-reveals-obese-individuals-cant-switch-food,New research reveals obese individuals can't switch off from food
/201509167975/research/research-find-how-increase-wheat-yield-during-drought-rainfed-enviornments,Research finds how to increase wheat yield during drought in rainfed environments
,
,
/201509167974/patterns-reveal-hidden-history-womens-art,Patterns reveal a hidden history in women's art
/201509167973/research/perth-s-river-gold-and-other-valuable-metals,Perth’s a river of gold and other valuable metals
/201509157972/arts-and-culture/demonstrable-exhibition-celebrates-20-years-earmouse,DeMonstrable exhibition marks 20 years since the 'earmouse'
/201509147967/business-and-industry/agricultural-practices-unknowingly-cause-poisoning-lake-catchment,Agricultural practices unknowingly cause poisoning of lake catchment
/201509147964/research/researchers-test-speed-light-greater-precision,Researchers test speed of light with greater precision than before
/201509117960/awards-and-prizes/young-scientist-wins-uwas-three-minute-thesis-competition,Young scientist wins UWA's three minute thesis competition
/201509117959/arts-and-culture/final-days-one-time-only-elise-blumann-exhibition,Final days for one-time-only Elise Blumann Exhibition
/201509117957/awards-and-prizes/uwa-student-awarded-prestigious-scholarship,UWA student awarded prestigious scholarship
/201509097955/arts-and-culture/uwa-science-library-renamed-nobel-laureates-honour,UWA Science Library renamed in Nobel Laureate's honour
/201509077950/research/volunteer-black-hole-hunters-good-experts,Volunteer black hole hunters as good as the experts
,
,
/201509047940/events/call-better-cardiac-care-pilbara,Call for better cardiac care in the Pilbara
/201509047939/arts-and-culture/uwa-pays-tribute-historian-geoffrey-bolton,UWA pays tribute to historian Geoffrey Bolton
/201509037936/research/calls-greater-action-prevent-aboriginal-and-torres-strait-islander-suicide,Calls for greater action to prevent Aboriginal and Torres Strait Islander suicide
/201509027932/events/discover-uwas-best-ideas-research-week,Discover UWA's best ideas at Research Week
/201509027931/business-and-industry/arctic-study-finds-co2-helps-plants-grow-only-low-temperatures,Arctic study finds CO2 helps plants grow but only at low temperatures
/201509017930/business-and-industry/perth-host-global-conversation-gender-equality,Perth to host global conversation on gender equality
/201509017929/new-study-asks-why-some-motorists-are-more-aggressive-cyclists,New study asks why some motorists are more aggressive to cyclists
/201508317925/awards-and-prizes/medicare-list-30-minute-breast-cancer-treatment,Medicare to list 30-minute breast cancer treatment
/201508317924/events/field-day-showcase-uwa-s-commitment-agriculture-and-rural-communities,Field Day to showcase UWA’s commitment to agriculture and rural communities
/201508287919/appointments/prestigious-appointment-uwa-public-health-expert,Prestigious appointment for UWA public health expert
,
,
/201508257908/appointments/wanted-worlds-best-forrest-research-foundation-scholarships,Wanted: world's best for Forrest Research Foundation Scholarships
/201508217905/arts-and-culture/uwa-pays-tribute-larrikin-angel-veronica-brady,UWA pays tribute to 'Larrikin Angel' Veronica Brady
/201508207894/international/aboriginal-communities-have-worlds-highest-dementia-incidence,Aboriginal communities have world's highest dementia incidence
/201508197892/awards-and-prizes/uwa-student-takes-out-top-award,UWA student takes out top award
